Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7655286df41c3b16a9875f8844b8858a212f70e3f24a583797cad64e92616fe3,2019-02,Gwent Police,Gwent Police,-3.207327,51.780342,On or near MARKET STREET,W01001460,Blaenau Gwent 007E,Offender given community sentence
d9423d977f5eef0dda3b583c425c207ed5cb03365f0a98054080240e243b9d4d,2019-02,Gwent Police,Gwent Police,-3.282783,51.746723,On or near MOUNT STREET,W01001406,Caerphilly 001D,Court case unable to proceed
5152377ca2f0c961b0084b2fcb835e3fd4c114afc66c2dfbaa514aa5fcdadbc9,2019-02,Gwent Police,Gwent Police,-2.993432,51.588335,On or near Theatre/Concert Hall,W01001687,Newport 014D,Offender given community sentence
85667053b86b512bbb7e46603371918e2c18d55577a3de39cb4fc6396b9a86a1,2019-02,Gwent Police,Gwent Police,-3.274335,51.751779,On or near TAN-Y-BRYN,W01001376,Caerphilly 001C,Defendant found not guilty
dd61fdcc6a831fa2c62185bff46bbc4abb997fefd49415ccbbda219db11834b2,2019-02,Gwent Police,Gwent Police,-3.023007,51.656993,On or near PORTH MAWR ROAD,W01001519,Torfaen 007A,Offender sent to prison
406484c76b8a273c1914bc4bb90c1eccf0260177bf56985580ae353f5811445d,2019-02,Gwent Police,Gwent Police,-3.274335,51.751779,On or near TAN-Y-BRYN,W01001376,Caerphilly 001C,Defendant found not guilty
b2a714f7c98da58806f95f647f0d6e3f35cf93004dc2415c3d964663016e008c,2019-02,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Offender given suspended prison sentence
13cd255462ca5d6dde3a6ebfc56720a6b952cc022843de9ff7dad48c574ae74b,2019-02,Gwent Police,Gwent Police,-2.992661,51.578802,On or near CHARLOTTE STREET,W01001662,Newport 018D,Offender given community sentence
210573d15f188ea163486ac9f004b3aa5d8bcfadad1eca7cc0b4a7bf5139b73a,2019-02,Gwent Police,Gwent Police,-2.995820,51.589969,On or near Pedestrian Subway,W01001685,Newport 014B,Court case unable to proceed
c6974a8197b6f3de114ed9c6e09be22b35b0af16560b2f94b566a986f287d48e,2019-02,Gwent Police,Gwent Police,-3.166001,51.592952,On or near DICKENS COURT,W01001345,Caerphilly 021C,Offender given suspended prison sentence
ea1b992cfaa4395d23d258faeb567da24871f132e03587e2b670323a72b55db2,2019-02,Gwent Police,Gwent Police,-2.994487,51.587085,On or near Supermarket,W01001687,Newport 014D,Offender given community sentence
6c20a5d143cf6418e74b79bf65db964d053837df5e2e5ba98f6baff1aced7c77,2019-02,Gwent Police,Gwent Police,-3.245191,51.775065,On or near Pedestrian Subway,W01001481,Blaenau Gwent 006E,Offender sent to prison
99b5fe5a7140665954842715695aa127aa4a0f3f9c45bcfe7e3114e883a26e46,2019-02,Gwent Police,Gwent Police,-3.020105,51.655876,On or near PLAS CRAIG,W01001519,Torfaen 007A,Offender given conditional discharge
8e2bbe4dbf1bfb3d204c77fe68cc55a23175207da16e3a85181cabe291f0edeb,2019-02,Gwent Police,Gwent Police,-3.166001,51.592952,On or near DICKENS COURT,W01001345,Caerphilly 021C,Offender given suspended prison sentence
34a201b9c542ad46fc17302e8f8496d6d55d9ede00eb5aebc23848545d4c9243,2019-02,Gwent Police,Gwent Police,-3.290444,51.652604,On or near MAES-YR-ONEN,W01001379,Caerphilly 013C,Offender otherwise dealt with
08f67bb1ef5350af1c867b080d7db33583c8dd08916ebd4f2491ecee99ffc20b,2019-02,Gwent Police,Gwent Police,-2.995280,51.585056,On or near TALBOT LANE,W01001687,Newport 014D,Offender fined
a7c941b5e7c19d6710c8e90c7c86e5be9b04a17b8b445f0fbfd1568c998a1fbe,2019-02,Gwent Police,Gwent Police,-3.044124,51.660601,On or near ARAN COURT,W01001538,Torfaen 009D,Offender given conditional discharge
40f8da3f73c8d99dc2af421ec873d7d17399fd36c5b7341b31d43cdce4139aff,2019-02,Gwent Police,Gwent Police,-3.162682,51.594135,On or near HERRICK PLACE,W01001345,Caerphilly 021C,Offender fined
2cd3bf4e70cc7da6f6990daa0d7b8fa8a1dfe5a5b34cf1e4f27f9c8ab2e5a4fc,2019-02,Gwent Police,Gwent Police,-2.995833,51.587892,On or near SKINNER LANE,W01001687,Newport 014D,Offender sent to prison
21473078b6c21e73c54763a4360d1d3f9bcfbe199520592cba11cc21ffa6d475,2019-02,Gwent Police,Gwent Police,-3.042606,51.581201,On or near MYRTLE CLOSE,W01001671,Newport 016D,Offender given suspended prison sentence
8fb798adca69c5aa218debeb03a9a3a1d3949678dd9d2b8b7259fd2283b94591,2019-02,Gwent Police,Gwent Police,,,No location,,,Offender given community sentence
e23a11d0eeb6ea9a15d362d2022d36dcc7b33aded5433eaf64dab9da77a19e7d,2019-02,Gwent Police,Gwent Police,-2.963680,51.583485,On or near SOMERTON LANE,W01001643,Newport 013B,Offender deprived of property
7115195d2e6d362747f3cc8e05a8689e43a27ea4c8dafe33e5a39eb0f22592cf,2019-02,Gwent Police,Gwent Police,-2.994487,51.587085,On or near Supermarket,W01001687,Newport 014D,Offender given suspended prison sentence
aa9266aff83c7f0ab307ee6ab7470c03ee80c081aa2be0914aeb7643b9a85248,2019-02,Gwent Police,Gwent Police,-3.172926,51.803717,On or near MAES ANEURIN,W01001446,Blaenau Gwent 002A,Offender sent to prison
0972cafa178ee1571ed9e281aca0db59316a11ab1d0f1e280def1d99601e7836,2019-02,Gwent Police,Gwent Police,-2.944981,51.579564,On or near SPYTTY ROAD,W01001646,Newport 015E,Offender given suspended prison sentence
0438f79ddbad7ee0fd4665c324705f87c821e7abf2aa5312bc3844ba8750c5dd,2019-02,Gwent Police,Gwent Police,-3.214489,51.777670,On or near BRON-Y-DE,W01001459,Blaenau Gwent 007D,Offender fined
7c2d35ccb7e8a80d6ebaf4d5e4a87b97a63761bafbd4311a402fb8c5a424f982,2019-02,Gwent Police,Gwent Police,-3.178583,51.653484,On or near UPLAND ROAD,W01001401,Caerphilly 011A,Offender given suspended prison sentence
